dbn,school_name,state_and_local_funding_per_pupil,federal_funding _per_pupil,total_school_funding_per_pupil,fiscal_year
30Q300,The 30th Avenue School (G&T Citywide),9856.08,25.51,16555.6,2019
30Q300,The 30th Avenue School (G&T Citywide),9843.928803,32.52954048,16440.64199,2018
30Q580,Baccalaureate School for Global Education,13413.84518,822.5516988,22813.17213,2022
30Q580,Baccalaureate School for Global Education,13684.21817,46.85212569,20473.30736,2021
30Q580,Baccalaureate School for Global Education,12531.53128,23.44049734,19278.34766,2020
30Q580,Baccalaureate School for Global Education,12274.78,25.98,18974.76,2019
30Q580,Baccalaureate School for Global Education,11393.8606,7.744444444,17965.78869,2018
31R002,I.S. R002 George L. Egbert,16938.05958,1916.668506,27431.50334,2022
31R002,I.S. R002 George L. Egbert,15208.86512,1115.953234,23067.05542,2021
31R002,I.S. R002 George L. Egbert,14509.65489,1003.972693,22237.00347,2020
31R002,I.S. R002 George L. Egbert,13542.77,884.09,21100.86,2019
31R002,I.S. R002 George L. Egbert,14262.9467,796.6251277,21623.75547,2018
31R007,I.S. 007 Elias Bernstein,15094.71023,1229.596354,24901.08184,2022
31R007,I.S. 007 Elias Bernstein,15082.22341,468.2721843,22292.73266,2021
31R007,I.S. 007 Elias Bernstein,14668.2223,326.4676742,21718.06586,2020
31R007,I.S. 007 Elias Bernstein,13587.07,311.49,20572.56,2019
31R007,I.S. 007 Elias Bernstein,13032.57398,519.3671539,20116.12478,2018
31R024,I.S. 024 Myra S. Barnes,19197.27821,1162.357061,28936.41053,2022
31R024,I.S. 024 Myra S. Barnes,18405.76126,554.7454672,25702.74379,2021
31R024,I.S. 024 Myra S. Barnes,19144.37063,541.6341841,26409.3807,2020
31R024,I.S. 024 Myra S. Barnes,17558.19,536.2,24768.38,2019
31R024,I.S. 024 Myra S. Barnes,17447.47224,725.5540647,24737.20995,2018
31R027,I.S. 027 Anning S. Prall,18612.73186,1960.80824,29150.31535,2022
31R027,I.S. 027 Anning S. Prall,16947.70271,1191.964661,24881.90444,2021
31R027,I.S. 027 Anning S. Prall,16110.30277,1074.389149,23908.0678,2020
31R027,I.S. 027 Anning S. Prall,14699.27,1080.02,22453.29,2019
31R027,I.S. 027 Anning S. Prall,14432.52463,1072.195025,22068.9033,2018
31R028,The Eagle Academy for Young Men of Staten Island,21522.35839,1659.493909,31758.62755,2022
31R028,The Eagle Academy for Young Men of Staten Island,19639.03722,1075.446483,27456.72076,2021
31R028,The Eagle Academy for Young Men of Staten Island,18900.2753,1041.526846,26665.17803,2020
31R028,The Eagle Academy for Young Men of Staten Island,17189.64,1040.89,24904.53,2019
31R028,The Eagle Academy for Young Men of Staten Island,17105.19388,653.9920949,24323.36962,2018
31R034,I.S. 034 Tottenville,17253.18827,1424.157614,27254.12114,2022
31R034,I.S. 034 Tottenville,17148.67236,576.1658084,24467.07523,2021
31R034,I.S. 034 Tottenville,16952.33777,417.68566,24093.39931,2020
31R034,I.S. 034 Tottenville,15224.56,359.93,22258.48,2019
31R034,I.S. 034 Tottenville,15191.54592,478.731439,22234.46101,2018
31R048,P.S. 048 William G. Wilcox,17142.78378,1429.08906,27148.6481,2022
31R048,P.S. 048 William G. Wilcox,15446.32114,588.3419156,22776.90012,2021
31R048,P.S. 048 William G. Wilcox,15433.16405,548.969246,22705.50918,2020
31R048,P.S. 048 William G. Wilcox,15061.25,485.73,22220.97,2019
31R048,P.S. 048 William G. Wilcox,14430.25701,534.0040775,21528.44473,2018
31R049,I.S. 49 Berta A. Dreyfus,19428.97134,2751.694891,30757.44149,2022
31R049,I.S. 49 Berta A. Dreyfus,19029.7757,1891.234506,27663.24727,2021
31R049,I.S. 49 Berta A. Dreyfus,20915.2319,2168.792071,29807.39986,2020
31R049,I.S. 49 Berta A. Dreyfus,19818.63,1648.78,28141.41,2019
31R049,I.S. 49 Berta A. Dreyfus,18473.03249,1834.243464,26871.4596,2018
31R051,I.S. 051 Edwin Markham,17674.77108,1918.244982,28169.79132,2022
31R051,I.S. 051 Edwin Markham,16322.71959,1126.466226,24191.42288,2021
31R051,I.S. 051 Edwin Markham,16198.71994,1097.545732,24019.64156,2020
31R051,I.S. 051 Edwin Markham,15412.68,1065.65,23152.33,2019
31R051,I.S. 051 Edwin Markham,15429.72936,1065.269202,23059.1822,2018
31R061,I.S. 061 William A Morris,18893.08208,2133.850952,29603.70829,2022
31R061,I.S. 061 William A Morris,17729.62018,1269.874362,25741.73161,2021
31R061,I.S. 061 William A Morris,17742.30579,1163.276923,25628.9586,2020
31R061,I.S. 061 William A Morris,16110.72,1134.45,23919.17,2019
31R061,I.S. 061 William A Morris,15867.72047,1163.54842,23595.45254,2018
31R063,Marsh Avenue School for Expeditionary Learning,15579.51307,683.6513384,24839.93967,2022
31R063,Marsh Avenue School for Expeditionary Learning,14857.95338,122.9232456,21723.11369,2021
31R063,Marsh Avenue School for Expeditionary Learning,14580.30938,74.38752784,21378.07279,2020
31R063,Marsh Avenue School for Expeditionary Learning,14101.29,94.42,20869.7,2019
31R063,Marsh Avenue School for Expeditionary Learning,13401.30336,256.8823529,20222.36936,2018
31R072,I.S. 072 Rocco Laurie,18329.24956,1653.358821,28559.38364,2022
31R072,I.S. 072 Rocco Laurie,16975.94809,949.6942047,24667.87936,2021
31R072,I.S. 072 Rocco Laurie,17297.13195,893.6309127,24914.13875,2020
31R072,I.S. 072 Rocco Laurie,15238.73,1011.71,22924.44,2019
31R072,I.S. 072 Rocco Laurie,14912.78597,1023.137006,22500.10662,2018
31R075,I.S. 075 Frank D. Paulo,19898.8316,1010.040448,29485.64731,2022
31R075,I.S. 075 Frank D. Paulo,18688.87724,513.5423131,25944.65662,2021
31R075,I.S. 075 Frank D. Paulo,19121.14594,461.0063694,26305.52819,2020
31R075,I.S. 075 Frank D. Paulo,17956.84,497.14,25127.97,2019
31R075,I.S. 075 Frank D. Paulo,18077.30032,485.7206419,25127.20461,2018
31R080,The Michael J. Petrides School,16791.95325,1513.301767,26882.03027,2022
31R080,The Michael J. Petrides School,16004.27749,771.9632132,23518.47777,2021
31R080,The Michael J. Petrides School,16514.84657,576.9095745,23815.13203,2020
31R080,The Michael J. Petrides School,14507.39,581.55,21762.93,2019
31R080,The Michael J. Petrides School,14062.46211,602.7265804,21229.37234,2018
31R861,Staten Island School of Civic Leadership,17847.18319,2125.828778,28549.78722,2022
31R861,Staten Island School of Civic Leadership,17303.4846,1420.460208,25466.18187,2021
31R861,Staten Island School of Civic Leadership,15925.15454,1114.302072,23762.83249,2020
31R861,Staten Island School of Civic Leadership,15314.94,1175.67,23164.61,2019
31R861,Staten Island School of Civic Leadership,15347.63296,1151.825607,23063.64221,2018
32K045,P.S./I.S. 045 Horace E. Greene,18743.30887,2779.840798,30099.92492,2022
32K045,P.S./I.S. 045 Horace E. Greene,18157.8872,1657.254355,26557.37861,2021
32K045,P.S./I.S. 045 Horace E. Greene,17591.7373,1589.650177,25904.76336,2020
32K045,P.S./I.S. 045 Horace E. Greene,15078.02,1334.41,23086.43,2019
32K045,P.S./I.S. 045 Horace E. Greene,15272.99289,1390.571219,23227.74776,2018
32K162,J.H.S. 162 The Willoughby,24303.89184,3026.566594,35907.23369,2022
32K162,J.H.S. 162 The Willoughby,20034.61872,1096.55814,27873.41392,2021
32K162,J.H.S. 162 The Willoughby,19813.84703,1007.324159,27544.54708,2020
32K162,J.H.S. 162 The Willoughby,19292.53,1343.01,27309.55,2019
32K162,J.H.S. 162 The Willoughby,18332.7573,1446.466667,26343.40761,2018
32K291,J.H.S. 291 Roland Hayes,23568.46954,2062.70456,34207.94936,2022
32K291,J.H.S. 291 Roland Hayes,20642.42392,1131.224324,28515.88531,2021
32K291,J.H.S. 291 Roland Hayes,23187.94363,1368.006601,31279.32612,2020
32K291,J.H.S. 291 Roland Hayes,21430.6,1565.11,29669.71,2019
32K291,J.H.S. 291 Roland Hayes,23074.52119,2812.125,32450.82983,2018
32K347,I.S. 347 School of Humanities,26487.45318,2622.87174,37687.10017,2022
32K347,I.S. 347 School of Humanities,20731.88527,1758.462366,29232.5847,2021
32K347,I.S. 347 School of Humanities,22171.32975,1776.718412,30671.42404,2020
32K347,I.S. 347 School of Humanities,19591.65,1428.99,27694.64,2019
32K347,I.S. 347 School of Humanities,19774.54407,1986.266026,28324.99374,2018
32K349,"I.S. 349 Math, Science & Tech.",20336.90275,1852.219638,30765.89764,2022
32K349,"I.S. 349 Math, Science & Tech.",21671.03648,1377.989011,29791.26256,2021
32K349,"I.S. 349 Math, Science & Tech.",21024.49451,1214.337539,28962.20794,2020
32K349,"I.S. 349 Math, Science & Tech.",18708.68,850.36,26233.04,2019
32K349,"I.S. 349 Math, Science & Tech.",20391.46471,1394.522581,28350.17094,2018
32K383,J.H.S. 383 Philippa Schuyler,14815.12406,1872.44239,25264.3417,2022
32K383,J.H.S. 383 Philippa Schuyler,13736.37612,1013.102285,21491.71546,2021
32K383,J.H.S. 383 Philippa Schuyler,13851.06008,874.1301969,21448.56616,2020
32K383,J.H.S. 383 Philippa Schuyler,13349.58,826.8,20850.38,2019
32K383,J.H.S. 383 Philippa Schuyler,12404.08948,858.9804822,19827.25361,2018
32K384,P.S. /I.S. 384 Frances E. Carter,23431.7638,2795.129225,34803.66828,2022
32K384,P.S. /I.S. 384 Frances E. Carter,21576.90335,1491.983491,29811.1239,2021
32K384,P.S. /I.S. 384 Frances E. Carter,19359.02519,1183.969136,27266.37021,2020
32K384,P.S. /I.S. 384 Frances E. Carter,19193.64,1292.93,27160.58,2019
32K384,P.S. /I.S. 384 Frances E. Carter,17926.35552,1435.378168,25925.91733,2018
32K554,All City Leadership Secondary School,12759.10977,1938.203434,23274.08846,2022
32K554,All City Leadership Secondary School,11784.32998,882.5807963,19409.14784,2021
32K554,All City Leadership Secondary School,11554.67922,640.8136792,18918.86879,2020
32K554,All City Leadership Secondary School,10244.39,758.93,17677.32,2019
32K554,All City Leadership Secondary School,9737.786155,736.8436782,17038.81348,2018
32K562,Evergreen Middle School for Urban Exploration,18346.87835,1744.708993,28668.3626,2022
32K562,Evergreen Middle School for Urban Exploration,19124.24553,1412.475783,27278.95837,2021
32K562,Evergreen Middle School for Urban Exploration,18348.24693,1087.642659,26159.26547,2020
32K562,Evergreen Middle School for Urban Exploration,17361.15,943.2,24978.35,2019
32K562,Evergreen Middle School for Urban Exploration,18181.47857,1449.073099,26194.73532,2018
