,District,School_DBN,School_Name,Year,% Female,% Male,% Asian,% Black,% Hispanic,% White,% Poverty
7075,20,20K127,P.S. 127 Mckinley Park,2017-18,0.49,0.51,0.4,0.01,0.23,0.34,81.6
7076,20,20K127,P.S. 127 Mckinley Park,2018-19,0.49,0.51,0.41,0.01,0.23,0.34,81.7
7077,20,20K127,P.S. 127 Mckinley Park,2019-20,0.48,0.52,0.4,0.0,0.23,0.35,75.2
7078,20,20K127,P.S. 127 Mckinley Park,2020-21,0.5,0.5,0.42,0.01,0.23,0.33,79.1
7079,20,20K127,P.S. 127 Mckinley Park,2021-22,0.5,0.5,0.38,0.01,0.27,0.33,72.0
7080,20,20K160,P.S. 160 William T. Sampson,2017-18,0.46,0.54,0.87,0.01,0.08,0.04,87.0
7081,20,20K160,P.S. 160 William T. Sampson,2018-19,0.48,0.52,0.88,0.0,0.07,0.04,87.2
7082,20,20K160,P.S. 160 William T. Sampson,2019-20,0.48,0.52,0.89,0.0,0.07,0.04,88.4
7083,20,20K160,P.S. 160 William T. Sampson,2020-21,0.47,0.53,0.88,0.0,0.07,0.04,88.5
7084,20,20K160,P.S. 160 William T. Sampson,2021-22,0.48,0.52,0.89,0.0,0.07,0.03,93.1
7085,20,20K163,P.S. 163 Bath Beach,2017-18,0.49,0.51,0.31,0.01,0.35,0.32,81.2
7086,20,20K163,P.S. 163 Bath Beach,2018-19,0.49,0.51,0.28,0.02,0.37,0.33,83.0
7087,20,20K163,P.S. 163 Bath Beach,2019-20,0.49,0.51,0.3,0.01,0.37,0.32,80.9
7088,20,20K163,P.S. 163 Bath Beach,2020-21,0.48,0.52,0.33,0.02,0.34,0.32,80.5
7089,20,20K163,P.S. 163 Bath Beach,2021-22,0.49,0.51,0.34,0.02,0.36,0.29,79.4
7090,20,20K164,P.S. 164 Caesar Rodney,2017-18,0.5,0.5,0.43,0.02,0.42,0.13,84.2
7091,20,20K164,P.S. 164 Caesar Rodney,2018-19,0.49,0.51,0.43,0.01,0.41,0.13,82.7
7092,20,20K164,P.S. 164 Caesar Rodney,2019-20,0.51,0.49,0.44,0.0,0.43,0.12,84.4
7093,20,20K164,P.S. 164 Caesar Rodney,2020-21,0.51,0.49,0.46,0.0,0.41,0.12,82.1
7094,20,20K164,P.S. 164 Caesar Rodney,2021-22,0.5,0.5,0.42,0.01,0.44,0.12,81.5
7095,20,20K170,Ralph A. Fabrizio School,2017-18,0.46,0.54,0.56,0.0,0.17,0.26,91.2
7096,20,20K170,Ralph A. Fabrizio School,2018-19,0.45,0.55,0.58,0.0,0.17,0.24,90.8
7097,20,20K170,Ralph A. Fabrizio School,2019-20,0.46,0.54,0.58,0.0,0.18,0.23,90.4
7098,20,20K170,Ralph A. Fabrizio School,2020-21,0.47,0.53,0.59,0.0,0.16,0.23,94.6
7099,20,20K170,Ralph A. Fabrizio School,2021-22,0.46,0.54,0.58,0.0,0.19,0.21,95.0
7100,20,20K176,P.S. 176 Ovington,2017-18,0.49,0.51,0.67,0.01,0.2,0.12,87.0
7101,20,20K176,P.S. 176 Ovington,2018-19,0.48,0.52,0.68,0.0,0.2,0.11,85.9
7102,20,20K176,P.S. 176 Ovington,2019-20,0.48,0.52,0.69,0.01,0.19,0.1,86.0
7103,20,20K176,P.S. 176 Ovington,2020-21,0.49,0.51,0.66,0.01,0.2,0.12,87.2
7104,20,20K176,P.S. 176 Ovington,2021-22,0.49,0.51,0.66,0.01,0.21,0.11,86.9
7105,20,20K179,P.S. 179 Kensington,2017-18,0.5,0.5,0.55,0.04,0.24,0.16,87.3
7106,20,20K179,P.S. 179 Kensington,2018-19,0.51,0.49,0.55,0.04,0.24,0.16,84.1
7107,20,20K179,P.S. 179 Kensington,2019-20,0.51,0.49,0.56,0.04,0.24,0.15,83.1
7108,20,20K179,P.S. 179 Kensington,2020-21,0.5,0.5,0.59,0.04,0.22,0.14,81.5
7109,20,20K179,P.S. 179 Kensington,2021-22,0.52,0.48,0.6,0.04,0.2,0.14,78.4
7110,20,20K180,The SEEALL Academy,2017-18,0.46,0.54,0.46,0.01,0.27,0.25,88.4
7111,20,20K180,The SEEALL Academy,2018-19,0.47,0.53,0.44,0.01,0.29,0.24,86.4
7112,20,20K180,The SEEALL Academy,2019-20,0.48,0.52,0.44,0.01,0.3,0.23,88.3
7113,20,20K180,The SEEALL Academy,2020-21,0.48,0.52,0.44,0.01,0.31,0.22,89.8
7114,20,20K180,The SEEALL Academy,2021-22,0.46,0.54,0.42,0.01,0.34,0.22,89.9
7115,20,20K185,P.S. 185 Walter Kassenbrock,2017-18,0.51,0.49,0.08,0.01,0.18,0.7,40.0
7116,20,20K185,P.S. 185 Walter Kassenbrock,2018-19,0.5,0.5,0.07,0.01,0.21,0.68,43.8
7117,20,20K185,P.S. 185 Walter Kassenbrock,2019-20,0.5,0.5,0.07,0.01,0.21,0.68,40.7
7118,20,20K185,P.S. 185 Walter Kassenbrock,2020-21,0.5,0.5,0.09,0.02,0.22,0.64,45.0
7119,20,20K185,P.S. 185 Walter Kassenbrock,2021-22,0.46,0.54,0.1,0.02,0.22,0.63,44.1
7120,20,20K186,P.S. 186 Dr. Irving A Gladstone,2017-18,0.48,0.52,0.4,0.0,0.27,0.31,74.1
7121,20,20K186,P.S. 186 Dr. Irving A Gladstone,2018-19,0.48,0.52,0.41,0.0,0.27,0.31,76.6
7122,20,20K186,P.S. 186 Dr. Irving A Gladstone,2019-20,0.5,0.5,0.4,0.0,0.28,0.31,73.3
7123,20,20K186,P.S. 186 Dr. Irving A Gladstone,2020-21,0.51,0.49,0.4,0.01,0.27,0.3,72.6
7124,20,20K186,P.S. 186 Dr. Irving A Gladstone,2021-22,0.51,0.49,0.39,0.0,0.28,0.31,70.2
7125,20,20K187,The Christa McAuliffe School\I.S. 187,2017-18,0.52,0.48,0.68,0.01,0.07,0.24,66.1
7126,20,20K187,The Christa McAuliffe School\I.S. 187,2018-19,0.52,0.48,0.69,0.01,0.06,0.23,61.3
7127,20,20K187,The Christa McAuliffe School\I.S. 187,2019-20,0.52,0.48,0.73,0.02,0.07,0.18,62.6
7128,20,20K187,The Christa McAuliffe School\I.S. 187,2020-21,0.54,0.46,0.76,0.01,0.07,0.15,67.3
7129,20,20K187,The Christa McAuliffe School\I.S. 187,2021-22,0.52,0.48,0.76,0.01,0.09,0.12,72.7
7130,20,20K192,P.S. 192 - The Magnet School for Math and Science,2017-18,0.52,0.48,0.22,0.02,0.47,0.29,85.8
7131,20,20K192,P.S. 192 - The Magnet School for Math and Science,2018-19,0.52,0.48,0.17,0.02,0.47,0.34,82.4
7132,20,20K192,P.S. 192 - The Magnet School for Math and Science,2019-20,0.5,0.5,0.17,0.02,0.46,0.34,84.4
7133,20,20K192,P.S. 192 - The Magnet School for Math and Science,2020-21,0.5,0.5,0.17,0.02,0.46,0.35,83.7
7134,20,20K192,P.S. 192 - The Magnet School for Math and Science,2021-22,0.5,0.5,0.18,0.02,0.44,0.34,79.2
7135,20,20K200,P.S. 200 Benson School,2017-18,0.48,0.52,0.34,0.01,0.2,0.43,82.8
7136,20,20K200,P.S. 200 Benson School,2018-19,0.47,0.53,0.33,0.01,0.21,0.44,82.0
7137,20,20K200,P.S. 200 Benson School,2019-20,0.48,0.52,0.34,0.0,0.21,0.43,83.6
7138,20,20K200,P.S. 200 Benson School,2020-21,0.48,0.52,0.37,0.0,0.2,0.42,82.7
7139,20,20K200,P.S. 200 Benson School,2021-22,0.49,0.51,0.36,0.01,0.2,0.41,84.2
7140,20,20K201,J.H.S. 201 The Dyker Heights,2017-18,0.46,0.55,0.52,0.01,0.15,0.32,75.5
7141,20,20K201,J.H.S. 201 The Dyker Heights,2018-19,0.46,0.54,0.54,0.0,0.16,0.29,73.3
7142,20,20K201,J.H.S. 201 The Dyker Heights,2019-20,0.46,0.54,0.55,0.0,0.16,0.29,73.1
7143,20,20K201,J.H.S. 201 The Dyker Heights,2020-21,0.46,0.54,0.56,0.0,0.16,0.26,76.5
7144,20,20K201,J.H.S. 201 The Dyker Heights,2021-22,0.46,0.54,0.58,0.0,0.17,0.23,76.2
7145,20,20K204,P.S. 204 Vince Lombardi,2017-18,0.48,0.52,0.53,0.0,0.18,0.27,77.2
7146,20,20K204,P.S. 204 Vince Lombardi,2018-19,0.47,0.53,0.53,0.0,0.19,0.27,72.8
7147,20,20K204,P.S. 204 Vince Lombardi,2019-20,0.46,0.54,0.54,0.0,0.2,0.25,72.4
7148,20,20K204,P.S. 204 Vince Lombardi,2020-21,0.47,0.53,0.55,0.0,0.2,0.24,73.8
7149,20,20K204,P.S. 204 Vince Lombardi,2021-22,0.46,0.54,0.58,0.0,0.2,0.21,75.4
7150,20,20K205,P.S. 205 Clarion,2017-18,0.49,0.51,0.59,0.01,0.2,0.2,68.1
7151,20,20K205,P.S. 205 Clarion,2018-19,0.5,0.5,0.58,0.01,0.21,0.19,66.9
7152,20,20K205,P.S. 205 Clarion,2019-20,0.52,0.48,0.58,0.02,0.22,0.18,68.9
7153,20,20K205,P.S. 205 Clarion,2020-21,0.52,0.48,0.58,0.01,0.23,0.17,67.5
7154,20,20K205,P.S. 205 Clarion,2021-22,0.52,0.48,0.57,0.01,0.25,0.16,66.3
7155,20,20K220,J.H.S. 220 John J. Pershing,2017-18,0.47,0.53,0.52,0.01,0.42,0.04,87.0
7156,20,20K220,J.H.S. 220 John J. Pershing,2018-19,0.47,0.53,0.5,0.01,0.43,0.06,86.4
7157,20,20K220,J.H.S. 220 John J. Pershing,2019-20,0.46,0.54,0.5,0.01,0.44,0.05,86.9
7158,20,20K220,J.H.S. 220 John J. Pershing,2020-21,0.48,0.52,0.53,0.01,0.4,0.05,87.6
7159,20,20K220,J.H.S. 220 John J. Pershing,2021-22,0.47,0.53,0.57,0.01,0.37,0.05,84.7
7160,20,20K223,J.H.S. 223 The Montauk,2017-18,0.46,0.54,0.62,0.02,0.26,0.1,95.0
7161,20,20K223,J.H.S. 223 The Montauk,2018-19,0.46,0.54,0.58,0.02,0.28,0.12,95.0
7162,20,20K223,J.H.S. 223 The Montauk,2019-20,0.44,0.56,0.54,0.03,0.3,0.13,95.0
7163,20,20K223,J.H.S. 223 The Montauk,2020-21,0.43,0.57,0.54,0.03,0.29,0.13,86.9
7164,20,20K223,J.H.S. 223 The Montauk,2021-22,0.4,0.6,0.52,0.02,0.33,0.11,94.1
7165,20,20K227,J.H.S. 227 Edward B. Shallow,2017-18,0.46,0.54,0.6,0.0,0.26,0.13,92.8
7166,20,20K227,J.H.S. 227 Edward B. Shallow,2018-19,0.45,0.55,0.58,0.01,0.3,0.11,90.8
7167,20,20K227,J.H.S. 227 Edward B. Shallow,2019-20,0.44,0.56,0.56,0.0,0.32,0.11,90.0
7168,20,20K227,J.H.S. 227 Edward B. Shallow,2020-21,0.47,0.53,0.56,0.01,0.32,0.11,89.5
7169,20,20K227,J.H.S. 227 Edward B. Shallow,2021-22,0.47,0.53,0.53,0.01,0.34,0.12,86.6
7170,20,20K229,P.S. 229 Dyker,2017-18,0.49,0.51,0.6,0.01,0.12,0.26,60.7
7171,20,20K229,P.S. 229 Dyker,2018-19,0.5,0.5,0.6,0.02,0.12,0.24,58.3
7172,20,20K229,P.S. 229 Dyker,2019-20,0.5,0.5,0.61,0.01,0.14,0.23,60.9
7173,20,20K229,P.S. 229 Dyker,2020-21,0.49,0.51,0.61,0.01,0.14,0.23,61.6
7174,20,20K229,P.S. 229 Dyker,2021-22,0.49,0.51,0.63,0.02,0.15,0.19,61.0
7175,20,20K247,P.S. 247 Brooklyn,2017-18,0.51,0.49,0.51,0.0,0.13,0.36,66.9
7176,20,20K247,P.S. 247 Brooklyn,2018-19,0.51,0.49,0.52,0.0,0.12,0.35,65.9
7177,20,20K247,P.S. 247 Brooklyn,2019-20,0.51,0.49,0.54,0.01,0.12,0.33,66.1
7178,20,20K247,P.S. 247 Brooklyn,2020-21,0.5,0.5,0.56,0.0,0.13,0.3,65.4
7179,20,20K247,P.S. 247 Brooklyn,2021-22,0.51,0.49,0.57,0.01,0.14,0.27,65.8
7180,20,20K259,J.H.S. 259 William McKinley,2017-18,0.46,0.54,0.44,0.01,0.2,0.34,80.8
7181,20,20K259,J.H.S. 259 William McKinley,2018-19,0.47,0.53,0.45,0.01,0.2,0.33,79.3
7182,20,20K259,J.H.S. 259 William McKinley,2019-20,0.47,0.53,0.47,0.01,0.2,0.31,78.2
7183,20,20K259,J.H.S. 259 William McKinley,2020-21,0.47,0.53,0.48,0.01,0.19,0.3,74.3
7184,20,20K259,J.H.S. 259 William McKinley,2021-22,0.46,0.55,0.5,0.01,0.21,0.27,78.2
7185,20,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,2017-18,0.51,0.49,0.12,0.03,0.33,0.51,69.4
7186,20,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,2018-19,0.49,0.51,0.12,0.03,0.34,0.48,67.0
7187,20,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,2019-20,0.5,0.5,0.1,0.03,0.32,0.53,64.6
7188,20,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,2020-21,0.5,0.5,0.13,0.03,0.31,0.51,69.1
7189,20,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,2021-22,0.5,0.5,0.12,0.03,0.32,0.51,68.5
7190,20,20K310,The School For Future Leaders,2017-18,0.5,0.5,0.86,0.0,0.08,0.06,95.0
7191,20,20K310,The School For Future Leaders,2018-19,0.5,0.5,0.87,0.0,0.08,0.05,95.0
7192,20,20K310,The School For Future Leaders,2019-20,0.49,0.51,0.86,0.0,0.1,0.04,93.1
7193,20,20K310,The School For Future Leaders,2020-21,0.47,0.53,0.86,0.0,0.1,0.04,92.8
7194,20,20K310,The School For Future Leaders,2021-22,0.45,0.55,0.84,0.0,0.1,0.06,90.7
7195,20,20K445,New Utrecht High School,2017-18,0.43,0.57,0.4,0.03,0.3,0.26,80.7
7196,20,20K445,New Utrecht High School,2018-19,0.44,0.56,0.41,0.03,0.3,0.25,80.9
7197,20,20K445,New Utrecht High School,2019-20,0.44,0.56,0.4,0.03,0.32,0.24,81.8
7198,20,20K445,New Utrecht High School,2020-21,0.43,0.57,0.39,0.03,0.34,0.23,80.7
7199,20,20K445,New Utrecht High School,2021-22,0.44,0.56,0.39,0.03,0.36,0.22,79.2
7200,20,20K485,High School of Telecommunication Arts and Technolo,2017-18,0.43,0.57,0.21,0.08,0.5,0.19,77.2
7201,20,20K485,High School of Telecommunication Arts and Technolo,2018-19,0.41,0.59,0.21,0.06,0.5,0.2,78.3
7202,20,20K485,High School of Telecommunication Arts and Technolo,2019-20,0.42,0.58,0.25,0.05,0.47,0.2,76.6
7203,20,20K485,High School of Telecommunication Arts and Technolo,2020-21,0.4,0.6,0.28,0.04,0.46,0.19,76.4
7204,20,20K485,High School of Telecommunication Arts and Technolo,2021-22,0.4,0.6,0.28,0.04,0.47,0.18,75.7
7205,20,20K490,Fort Hamilton High School,2017-18,0.48,0.52,0.27,0.04,0.31,0.36,73.1
7206,20,20K490,Fort Hamilton High School,2018-19,0.48,0.52,0.28,0.03,0.32,0.36,72.7
7207,20,20K490,Fort Hamilton High School,2019-20,0.48,0.52,0.28,0.02,0.32,0.35,72.9
7208,20,20K490,Fort Hamilton High School,2020-21,0.48,0.52,0.29,0.02,0.32,0.35,71.3
7209,20,20K490,Fort Hamilton High School,2021-22,0.47,0.53,0.29,0.02,0.32,0.34,71.1
7210,20,20K503,P.S. 503: The School of Discovery,2017-18,0.49,0.51,0.21,0.01,0.73,0.05,95.0
7211,20,20K503,P.S. 503: The School of Discovery,2018-19,0.49,0.51,0.2,0.0,0.74,0.05,95.0
7212,20,20K503,P.S. 503: The School of Discovery,2019-20,0.5,0.5,0.2,0.0,0.74,0.05,94.0
7213,20,20K503,P.S. 503: The School of Discovery,2020-21,0.49,0.51,0.2,0.0,0.74,0.05,94.9
7214,20,20K503,P.S. 503: The School of Discovery,2021-22,0.51,0.49,0.18,0.01,0.74,0.06,92.3
7215,20,20K505,Franklin Delano Roosevelt High School,2017-18,0.42,0.58,0.38,0.11,0.32,0.17,83.2
7216,20,20K505,Franklin Delano Roosevelt High School,2018-19,0.42,0.58,0.38,0.1,0.34,0.17,80.4
7217,20,20K505,Franklin Delano Roosevelt High School,2019-20,0.41,0.59,0.36,0.1,0.36,0.16,81.7
7218,20,20K505,Franklin Delano Roosevelt High School,2020-21,0.41,0.59,0.35,0.1,0.37,0.17,83.6
7219,20,20K505,Franklin Delano Roosevelt High School,2021-22,0.4,0.6,0.35,0.1,0.39,0.15,78.7
7220,20,20K506,P.S. 506: The School of Journalism & Technology,2017-18,0.48,0.52,0.31,0.01,0.65,0.03,95.0
7221,20,20K506,P.S. 506: The School of Journalism & Technology,2018-19,0.5,0.5,0.31,0.01,0.64,0.04,94.3
7222,20,20K506,P.S. 506: The School of Journalism & Technology,2019-20,0.5,0.5,0.29,0.01,0.66,0.04,95.0
7223,20,20K506,P.S. 506: The School of Journalism & Technology,2020-21,0.5,0.5,0.31,0.01,0.63,0.04,89.7
7224,20,20K506,P.S. 506: The School of Journalism & Technology,2021-22,0.49,0.51,0.29,0.01,0.63,0.06,92.7
7225,20,20K609,Urban Assembly School for Leadership and Empowerme,2017-18,1.0,0.0,0.48,0.16,0.18,0.16,94.6
7226,20,20K609,Urban Assembly School for Leadership and Empowerme,2018-19,1.0,0.0,0.49,0.13,0.2,0.16,91.8
7227,20,20K609,Urban Assembly School for Leadership and Empowerme,2019-20,1.0,0.0,0.51,0.11,0.19,0.17,88.4
7228,20,20K609,Urban Assembly School for Leadership and Empowerme,2020-21,1.0,0.0,0.5,0.11,0.19,0.18,88.2
7229,20,20K609,Urban Assembly School for Leadership and Empowerme,2021-22,1.0,0.0,0.48,0.11,0.19,0.19,85.6
7230,20,20K682,The Academy of Talented Scholars,2017-18,0.45,0.55,0.2,0.05,0.13,0.61,38.1
7231,20,20K682,The Academy of Talented Scholars,2018-19,0.45,0.55,0.23,0.04,0.11,0.6,42.9
7232,20,20K682,The Academy of Talented Scholars,2019-20,0.46,0.54,0.26,0.03,0.09,0.61,46.8
7233,20,20K682,The Academy of Talented Scholars,2020-21,0.44,0.56,0.31,0.03,0.08,0.57,53.0
7234,20,20K682,The Academy of Talented Scholars,2021-22,0.4,0.6,0.32,0.03,0.07,0.57,57.0
7235,20,20K686,Brooklyn School of Inquiry,2017-18,0.5,0.5,0.2,0.05,0.05,0.67,22.6
7236,20,20K686,Brooklyn School of Inquiry,2018-19,0.51,0.49,0.2,0.05,0.05,0.67,27.7
7237,20,20K686,Brooklyn School of Inquiry,2019-20,0.51,0.49,0.22,0.06,0.04,0.65,29.0
7238,20,20K686,Brooklyn School of Inquiry,2020-21,0.51,0.49,0.25,0.05,0.04,0.62,30.4
7239,20,20K686,Brooklyn School of Inquiry,2021-22,0.49,0.51,0.26,0.07,0.04,0.58,30.4
7240,20,20K748,P.S. 748 Brooklyn School for Global Scholars,2017-18,0.5,0.5,0.39,0.0,0.28,0.31,73.2
7241,20,20K748,P.S. 748 Brooklyn School for Global Scholars,2018-19,0.51,0.49,0.37,0.01,0.28,0.33,74.4
7242,20,20K748,P.S. 748 Brooklyn School for Global Scholars,2019-20,0.49,0.51,0.38,0.01,0.27,0.32,77.2
7243,20,20K748,P.S. 748 Brooklyn School for Global Scholars,2020-21,0.49,0.51,0.41,0.01,0.26,0.3,79.8
7244,20,20K748,P.S. 748 Brooklyn School for Global Scholars,2021-22,0.47,0.53,0.44,0.01,0.27,0.26,79.6
7245,20,20K768,District 20 Pre-K Center,2017-18,0.49,0.51,0.44,0.01,0.29,0.25,70.2
7246,20,20K768,District 20 Pre-K Center,2018-19,0.48,0.52,0.47,0.01,0.29,0.22,68.0
7247,20,20K768,District 20 Pre-K Center,2019-20,0.49,0.51,0.46,0.01,0.29,0.23,63.8
7248,20,20K768,District 20 Pre-K Center,2020-21,0.48,0.52,0.44,0.01,0.27,0.26,56.9
7249,20,20K768,District 20 Pre-K Center,2021-22,0.48,0.52,0.39,0.01,0.32,0.27,40.9
7250,20,20K936,MS 936 Arts Off 3rd,2020-21,0.57,0.43,0.14,0.01,0.74,0.1,85.1
7251,20,20K936,MS 936 Arts Off 3rd,2021-22,0.6,0.4,0.13,0.0,0.7,0.15,80.6
7252,20,20K939,Sunset School of Cultural Learning,2020-21,0.6,0.4,0.17,0.0,0.72,0.11,89.2
7253,20,20K939,Sunset School of Cultural Learning,2021-22,0.58,0.42,0.16,0.03,0.74,0.07,84.7
7254,20,20K971,"School of Math, Science, and Healthy Living",2017-18,0.52,0.48,0.47,0.01,0.44,0.08,92.2
7255,20,20K971,"School of Math, Science, and Healthy Living",2018-19,0.49,0.51,0.44,0.01,0.45,0.1,91.8
7256,20,20K971,"School of Math, Science, and Healthy Living",2019-20,0.52,0.48,0.45,0.01,0.46,0.09,90.7
7257,20,20K971,"School of Math, Science, and Healthy Living",2020-21,0.5,0.5,0.44,0.0,0.43,0.12,90.2
7258,20,20K971,"School of Math, Science, and Healthy Living",2021-22,0.5,0.5,0.39,0.0,0.51,0.09,87.6
1754,24,24Q005,I.S. 5 - The Walter Crowley Intermediate School,2013-14,48.7,51.3,42.5,1.6,52.9,2.5,65.8
1755,24,24Q005,I.S. 5 - The Walter Crowley Intermediate School,2014-15,49.9,50.1,41.6,1.9,53.7,2.2,62.5
1756,24,24Q005,I.S. 5 - The Walter Crowley Intermediate School,2015-16,49.8,50.2,43.8,1.8,51.8,2.4,61.6
1757,24,24Q005,I.S. 5 - The Walter Crowley Intermediate School,2016-17,48.7,51.3,44.4,1.4,51.2,2.3,58.2
1758,24,24Q005,I.S. 5 - The Walter Crowley Intermediate School,2017-18,48.9,51.1,43.7,1.6,51.7,2.2,78.6
1759,24,24Q077,I.S. 077,2015-16,47.7,52.3,10.0,2.7,76.2,10.9,86.8
1760,24,24Q077,I.S. 077,2013-14,45.9,54.1,9.6,3.0,74.3,12.9,90.7
1761,24,24Q077,I.S. 077,2014-15,48.8,51.2,9.1,2.9,76.3,11.6,85.6
1762,24,24Q077,I.S. 077,2016-17,49.1,50.9,9.0,2.5,79.5,8.7,88.4
1763,24,24Q077,I.S. 077,2017-18,47.4,52.6,9.2,2.2,78.3,10.0,92.1
1764,24,24Q049,P.S. 049 Dorothy Bonawit Kole,2013-14,47.8,52.2,15.5,0.4,27.0,56.6,47.4
1765,24,24Q049,P.S. 049 Dorothy Bonawit Kole,2014-15,48.1,51.9,15.7,0.3,26.9,56.6,48.5
1766,24,24Q049,P.S. 049 Dorothy Bonawit Kole,2015-16,46.9,53.1,16.2,0.4,25.5,57.1,47.0
1767,24,24Q049,P.S. 049 Dorothy Bonawit Kole,2016-17,47.2,52.8,17.0,0.4,25.8,55.8,46.4
1768,24,24Q049,P.S. 049 Dorothy Bonawit Kole,2017-18,49.9,50.1,18.6,0.5,24.0,55.6,47.5
1769,24,24Q061,I.S. 061 Leonardo Da Vinci,2013-14,47.0,53.0,9.1,3.8,85.2,1.8,95.3
1770,24,24Q061,I.S. 061 Leonardo Da Vinci,2014-15,48.0,52.0,6.6,3.6,88.0,1.6,95.1
1771,24,24Q061,I.S. 061 Leonardo Da Vinci,2015-16,47.9,52.1,6.4,2.9,89.3,1.2,95.1
1772,24,24Q061,I.S. 061 Leonardo Da Vinci,2016-17,47.2,52.8,6.3,2.9,88.7,1.8,95.2
1773,24,24Q061,I.S. 061 Leonardo Da Vinci,2017-18,46.0,54.0,7.1,2.7,87.9,1.8,96.2
1774,24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2013-14,47.1,52.9,25.8,1.7,58.8,13.7,60.1
1775,24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2014-15,46.8,53.2,24.1,1.6,60.5,13.6,55.7
1776,24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2015-16,45.2,54.8,26.6,1.3,58.7,12.9,54.6
1777,24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2016-17,44.4,55.6,27.7,1.0,58.0,12.6,51.7
1778,24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2017-18,45.4,54.6,29.1,1.1,57.7,11.4,70.3
1779,24,24Q087,P.S./I.S. 087 Middle Village,2013-14,48.4,51.6,1.8,0.5,48.8,47.5,67.0
1780,24,24Q087,P.S./I.S. 087 Middle Village,2014-15,47.2,52.8,3.7,1.2,49.6,44.9,67.0
1781,24,24Q087,P.S./I.S. 087 Middle Village,2015-16,46.7,53.3,2.9,1.0,49.9,45.5,63.6
1782,24,24Q087,P.S./I.S. 087 Middle Village,2016-17,47.8,52.2,4.6,1.7,50.7,41.6,62.2
1783,24,24Q087,P.S./I.S. 087 Middle Village,2017-18,47.4,52.6,3.3,2.1,52.0,40.8,63.0
1784,24,24Q093,I.S. 093 Ridgewood,2013-14,46.4,53.6,8.6,1.8,70.8,18.9,85.8
1785,24,24Q093,I.S. 093 Ridgewood,2014-15,46.5,53.5,9.0,2.0,71.9,16.8,82.4
1786,24,24Q093,I.S. 093 Ridgewood,2015-16,48.3,51.7,9.8,1.1,71.1,17.3,92.9
1787,24,24Q093,I.S. 093 Ridgewood,2016-17,49.9,50.1,10.5,1.4,69.7,17.9,75.1
1788,24,24Q093,I.S. 093 Ridgewood,2017-18,47.7,52.3,9.2,1.9,71.2,17.2,94.7
1789,24,24Q102,P.S. 102 Bayview,2013-14,49.2,50.8,60.3,1.6,34.8,2.3,85.5
1790,24,24Q102,P.S. 102 Bayview,2014-15,50.0,50.0,58.9,4.4,32.9,2.9,85.1
1791,24,24Q102,P.S. 102 Bayview,2015-16,48.9,51.1,59.7,3.4,32.6,3.3,86.1
1792,24,24Q102,P.S. 102 Bayview,2016-17,49.9,50.1,60.2,2.5,33.0,3.3,86.0
1793,24,24Q102,P.S. 102 Bayview,2017-18,48.3,51.7,60.9,2.9,32.0,3.3,85.4
1794,24,24Q113,P.S./I.S. 113 Anthony J. Pranzo,2013-14,48.4,51.6,5.8,1.0,37.3,55.2,67.4
1795,24,24Q113,P.S./I.S. 113 Anthony J. Pranzo,2014-15,49.2,50.8,5.3,1.1,38.9,53.4,68.8
1796,24,24Q113,P.S./I.S. 113 Anthony J. Pranzo,2015-16,50.0,50.0,5.5,1.1,40.2,52.0,63.6
1797,24,24Q113,P.S./I.S. 113 Anthony J. Pranzo,2016-17,49.1,50.9,5.3,1.0,40.3,52.4,62.4
1798,24,24Q113,P.S./I.S. 113 Anthony J. Pranzo,2017-18,49.8,50.2,5.2,1.0,41.9,50.8,55.5
1799,24,24Q119,I.S. 119 The Glendale,2013-14,49.1,50.9,22.5,1.2,32.1,43.4,75.5
1800,24,24Q119,I.S. 119 The Glendale,2014-15,51.0,49.0,23.1,1.5,31.6,43.0,68.8
1801,24,24Q119,I.S. 119 The Glendale,2015-16,49.6,50.4,25.3,1.2,30.4,42.3,64.5
1802,24,24Q119,I.S. 119 The Glendale,2016-17,50.5,49.5,27.1,1.7,30.6,39.6,62.7
1803,24,24Q119,I.S. 119 The Glendale,2017-18,51.1,48.9,25.8,1.8,30.4,39.4,73.3
1804,24,24Q125,I.S. 125 Thom J. McCann Woodside,2013-14,47.3,52.7,38.1,1.4,53.5,6.5,61.0
1805,24,24Q125,I.S. 125 Thom J. McCann Woodside,2014-15,47.7,52.3,37.2,1.8,55.6,4.9,59.5
1806,24,24Q125,I.S. 125 Thom J. McCann Woodside,2015-16,47.3,52.7,40.3,1.4,52.8,5.1,54.1
1807,24,24Q125,I.S. 125 Thom J. McCann Woodside,2016-17,46.2,53.8,40.8,1.7,51.9,4.9,50.7
1808,24,24Q125,I.S. 125 Thom J. McCann Woodside,2017-18,47.9,52.1,38.2,1.9,54.3,4.8,75.7
