,District,School_DBN,School_Name,Year,% Female,% Male,% Asian,% Black,% Hispanic,% White,% Poverty
4949,10,10X353,World View High School,2020-21,0.54,0.46,0.04,0.22,0.72,0.01,80.9
4950,10,10X353,World View High School,2021-22,0.53,0.47,0.05,0.2,0.71,0.02,83.6
4951,10,10X360,P.S. 360,2017-18,0.47,0.53,0.02,0.11,0.84,0.03,94.5
4952,10,10X360,P.S. 360,2018-19,0.46,0.54,0.02,0.11,0.83,0.03,93.5
4953,10,10X360,P.S. 360,2019-20,0.48,0.52,0.01,0.12,0.85,0.02,92.0
4954,10,10X360,P.S. 360,2020-21,0.5,0.5,0.01,0.13,0.85,0.01,92.4
4955,10,10X360,P.S. 360,2021-22,0.48,0.52,0.0,0.09,0.9,0.01,87.0
4956,10,10X363,Academy For Personal Leadership And Excellence,2017-18,0.43,0.57,0.02,0.1,0.87,0.01,94.6
4957,10,10X363,Academy For Personal Leadership And Excellence,2018-19,0.46,0.54,0.02,0.11,0.85,0.01,92.4
4958,10,10X363,Academy For Personal Leadership And Excellence,2019-20,0.45,0.55,0.02,0.14,0.8,0.02,92.4
4959,10,10X363,Academy For Personal Leadership And Excellence,2020-21,0.46,0.54,0.03,0.13,0.81,0.02,92.4
4960,10,10X363,Academy For Personal Leadership And Excellence,2021-22,0.46,0.54,0.02,0.11,0.84,0.02,91.7
4961,10,10X368,In-Tech Academy (M.S. / High School 368),2017-18,0.47,0.53,0.04,0.09,0.82,0.04,87.1
4962,10,10X368,In-Tech Academy (M.S. / High School 368),2018-19,0.45,0.55,0.04,0.08,0.82,0.04,86.3
4963,10,10X368,In-Tech Academy (M.S. / High School 368),2019-20,0.47,0.53,0.03,0.08,0.84,0.03,87.4
4964,10,10X368,In-Tech Academy (M.S. / High School 368),2020-21,0.47,0.53,0.03,0.07,0.86,0.03,86.2
4965,10,10X368,In-Tech Academy (M.S. / High School 368),2021-22,0.48,0.52,0.02,0.08,0.86,0.04,86.3
4966,10,10X374,Knowledge and Power Preparatory Academy Internatio,2017-18,0.58,0.42,0.02,0.27,0.65,0.03,92.4
4967,10,10X374,Knowledge and Power Preparatory Academy Internatio,2018-19,0.6,0.4,0.02,0.27,0.66,0.03,88.1
4968,10,10X374,Knowledge and Power Preparatory Academy Internatio,2019-20,0.58,0.42,0.02,0.27,0.68,0.03,87.4
4969,10,10X374,Knowledge and Power Preparatory Academy Internatio,2020-21,0.59,0.41,0.03,0.27,0.67,0.02,90.5
4970,10,10X374,Knowledge and Power Preparatory Academy Internatio,2021-22,0.59,0.41,0.04,0.26,0.67,0.02,90.7
4971,10,10X382,"Elementary School for Math, Science, and Technolog",2017-18,0.55,0.45,0.0,0.22,0.77,0.0,95.0
4972,10,10X382,"Elementary School for Math, Science, and Technolog",2018-19,0.52,0.48,0.01,0.22,0.76,0.0,95.0
4973,10,10X382,"Elementary School for Math, Science, and Technolog",2019-20,0.51,0.49,0.01,0.24,0.74,0.0,95.0
4974,10,10X382,"Elementary School for Math, Science, and Technolog",2020-21,0.5,0.5,0.01,0.2,0.78,0.0,95.0
4975,10,10X382,"Elementary School for Math, Science, and Technolog",2021-22,0.44,0.56,0.0,0.19,0.79,0.0,95.0
4976,10,10X386,School for Environmental Citizenship,2017-18,0.47,0.53,0.0,0.13,0.85,0.01,95.0
4977,10,10X386,School for Environmental Citizenship,2018-19,0.46,0.54,0.01,0.12,0.86,0.02,95.0
4978,10,10X386,School for Environmental Citizenship,2019-20,0.47,0.53,0.01,0.11,0.87,0.01,95.0
4979,10,10X386,School for Environmental Citizenship,2020-21,0.49,0.51,0.01,0.11,0.87,0.01,95.0
4980,10,10X386,School for Environmental Citizenship,2021-22,0.5,0.5,0.01,0.12,0.85,0.02,95.0
4981,10,10X390,M.S. 390,2017-18,0.43,0.57,0.01,0.13,0.86,0.0,95.0
4982,10,10X390,M.S. 390,2018-19,0.46,0.54,0.01,0.13,0.85,0.0,95.0
4983,10,10X390,M.S. 390,2019-20,0.46,0.54,0.01,0.15,0.82,0.01,95.0
4984,10,10X390,M.S. 390,2020-21,0.47,0.53,0.01,0.17,0.81,0.01,92.7
4985,10,10X390,M.S. 390,2021-22,0.43,0.57,0.0,0.15,0.82,0.01,93.2
4986,10,10X391,The Angelo Patri Middle School,2017-18,0.44,0.56,0.02,0.22,0.74,0.01,92.6
4987,10,10X391,The Angelo Patri Middle School,2018-19,0.47,0.53,0.02,0.23,0.73,0.01,92.4
4988,10,10X391,The Angelo Patri Middle School,2019-20,0.48,0.52,0.02,0.22,0.74,0.01,95.0
4989,10,10X391,The Angelo Patri Middle School,2020-21,0.46,0.54,0.01,0.23,0.75,0.0,93.1
4990,10,10X391,The Angelo Patri Middle School,2021-22,0.47,0.53,0.0,0.23,0.76,0.0,92.5
4991,10,10X396,P.S. 396,2017-18,0.4,0.6,0.01,0.18,0.78,0.02,92.6
4992,10,10X396,P.S. 396,2018-19,0.45,0.55,0.01,0.18,0.8,0.0,93.1
4993,10,10X396,P.S. 396,2019-20,0.46,0.54,0.01,0.16,0.82,0.0,92.9
4994,10,10X396,P.S. 396,2020-21,0.46,0.54,0.03,0.15,0.82,0.0,87.5
4995,10,10X396,P.S. 396,2021-22,0.46,0.54,0.02,0.21,0.75,0.01,89.0
4996,10,10X397,English Language Learners and International Suppor,2017-18,0.41,0.59,0.03,0.18,0.74,0.04,94.9
4997,10,10X397,English Language Learners and International Suppor,2018-19,0.44,0.56,0.02,0.21,0.69,0.04,88.7
4998,10,10X397,English Language Learners and International Suppor,2019-20,0.46,0.54,0.04,0.21,0.67,0.04,94.3
4999,10,10X397,English Language Learners and International Suppor,2020-21,0.47,0.53,0.06,0.21,0.65,0.04,95.0
5000,10,10X397,English Language Learners and International Suppor,2021-22,0.48,0.52,0.03,0.2,0.72,0.02,90.3
5001,10,10X433,High School for Teaching and the Professions,2017-18,0.53,0.47,0.02,0.16,0.77,0.04,91.7
5002,10,10X433,High School for Teaching and the Professions,2018-19,0.53,0.47,0.03,0.14,0.77,0.04,89.1
5003,10,10X433,High School for Teaching and the Professions,2019-20,0.51,0.49,0.03,0.13,0.8,0.04,89.6
5004,10,10X433,High School for Teaching and the Professions,2020-21,0.5,0.5,0.02,0.13,0.82,0.02,90.0
5005,10,10X433,High School for Teaching and the Professions,2021-22,0.48,0.52,0.03,0.14,0.82,0.01,86.7
5006,10,10X434,Belmont Preparatory High School,2017-18,0.54,0.46,0.03,0.22,0.73,0.01,88.1
5007,10,10X434,Belmont Preparatory High School,2018-19,0.55,0.45,0.05,0.22,0.71,0.01,85.9
5008,10,10X434,Belmont Preparatory High School,2019-20,0.54,0.46,0.06,0.23,0.68,0.02,86.1
5009,10,10X434,Belmont Preparatory High School,2020-21,0.51,0.49,0.05,0.23,0.67,0.03,85.5
5010,10,10X434,Belmont Preparatory High School,2021-22,0.52,0.48,0.03,0.23,0.68,0.03,85.9
5011,10,10X437,Fordham High School for the Arts,2017-18,0.73,0.27,0.01,0.34,0.61,0.02,89.6
5012,10,10X437,Fordham High School for the Arts,2018-19,0.76,0.24,0.02,0.39,0.55,0.02,90.3
5013,10,10X437,Fordham High School for the Arts,2019-20,0.71,0.29,0.01,0.34,0.61,0.02,85.9
5014,10,10X437,Fordham High School for the Arts,2020-21,0.67,0.33,0.02,0.32,0.61,0.03,84.2
5015,10,10X437,Fordham High School for the Arts,2021-22,0.66,0.34,0.03,0.31,0.61,0.03,80.1
5016,10,10X438,Fordham Leadership Academy,2017-18,0.4,0.6,0.03,0.26,0.68,0.02,86.3
5017,10,10X438,Fordham Leadership Academy,2018-19,0.46,0.54,0.03,0.26,0.69,0.01,84.4
5018,10,10X438,Fordham Leadership Academy,2019-20,0.52,0.48,0.02,0.26,0.7,0.01,89.0
5019,10,10X438,Fordham Leadership Academy,2020-21,0.53,0.47,0.02,0.24,0.72,0.02,87.2
5020,10,10X438,Fordham Leadership Academy,2021-22,0.53,0.47,0.02,0.23,0.72,0.02,86.5
5021,10,10X439,Bronx High School for Law and Community Service,2017-18,0.56,0.44,0.02,0.27,0.67,0.03,91.7
5022,10,10X439,Bronx High School for Law and Community Service,2018-19,0.57,0.42,0.02,0.28,0.67,0.02,90.5
5023,10,10X439,Bronx High School for Law and Community Service,2019-20,0.58,0.42,0.01,0.28,0.68,0.01,89.7
5024,10,10X439,Bronx High School for Law and Community Service,2020-21,0.54,0.46,0.02,0.26,0.7,0.02,85.0
5025,10,10X439,Bronx High School for Law and Community Service,2021-22,0.55,0.45,0.02,0.26,0.68,0.02,91.0
5026,10,10X440,DeWitt Clinton High School,2017-18,0.44,0.56,0.11,0.33,0.51,0.04,89.6
5027,10,10X440,DeWitt Clinton High School,2018-19,0.43,0.57,0.11,0.32,0.52,0.03,83.3
5028,10,10X440,DeWitt Clinton High School,2019-20,0.45,0.55,0.11,0.31,0.52,0.03,86.4
5029,10,10X440,DeWitt Clinton High School,2020-21,0.46,0.54,0.11,0.3,0.53,0.03,87.7
5030,10,10X440,DeWitt Clinton High School,2021-22,0.48,0.52,0.1,0.28,0.56,0.03,85.8
5031,10,10X442,"Celia Cruz Bronx High School of Music, The",2017-18,0.64,0.36,0.02,0.22,0.7,0.01,87.8
5032,10,10X442,"Celia Cruz Bronx High School of Music, The",2018-19,0.64,0.36,0.01,0.27,0.66,0.01,87.2
5033,10,10X442,"Celia Cruz Bronx High School of Music, The",2019-20,0.65,0.35,0.01,0.28,0.65,0.01,85.9
5034,10,10X442,"Celia Cruz Bronx High School of Music, The",2020-21,0.62,0.38,0.01,0.31,0.62,0.02,85.3
5035,10,10X442,"Celia Cruz Bronx High School of Music, The",2021-22,0.63,0.37,0.02,0.3,0.62,0.02,77.5
5036,10,10X445,The Bronx High School of Science,2017-18,0.41,0.59,0.66,0.02,0.06,0.23,46.0
5037,10,10X445,The Bronx High School of Science,2018-19,0.41,0.59,0.65,0.03,0.07,0.22,43.6
5038,10,10X445,The Bronx High School of Science,2019-20,0.42,0.58,0.64,0.03,0.07,0.23,44.0
5039,10,10X445,The Bronx High School of Science,2020-21,0.43,0.57,0.64,0.03,0.08,0.21,47.8
5040,10,10X445,The Bronx High School of Science,2021-22,0.45,0.55,0.62,0.04,0.08,0.22,47.9
5041,10,10X447,Creston Academy,2017-18,0.52,0.48,0.02,0.1,0.86,0.01,92.4
5042,10,10X447,Creston Academy,2018-19,0.5,0.5,0.02,0.11,0.85,0.01,95.0
5043,10,10X447,Creston Academy,2019-20,0.52,0.48,0.01,0.14,0.84,0.0,95.0
5044,10,10X447,Creston Academy,2020-21,0.51,0.49,0.0,0.15,0.83,0.01,95.0
5045,10,10X447,Creston Academy,2021-22,0.48,0.52,0.0,0.13,0.84,0.02,93.1
5046,10,10X477,Marble Hill High School for International Studies,2017-18,0.52,0.48,0.13,0.18,0.64,0.04,91.8
5047,10,10X477,Marble Hill High School for International Studies,2018-19,0.52,0.48,0.14,0.15,0.65,0.05,89.7
5048,10,10X477,Marble Hill High School for International Studies,2019-20,0.56,0.44,0.14,0.13,0.65,0.05,88.5
5049,10,10X477,Marble Hill High School for International Studies,2020-21,0.55,0.45,0.14,0.13,0.67,0.03,89.2
5050,10,10X477,Marble Hill High School for International Studies,2021-22,0.53,0.47,0.12,0.13,0.7,0.03,86.9
5051,10,10X524,Crotona International High School,2017-18,0.51,0.49,0.03,0.08,0.85,0.03,86.9
5052,10,10X524,Crotona International High School,2018-19,0.5,0.5,0.02,0.06,0.88,0.04,86.5
5053,10,10X524,Crotona International High School,2019-20,0.47,0.53,0.05,0.05,0.9,0.0,87.0
5054,10,10X524,Crotona International High School,2020-21,0.47,0.53,0.03,0.03,0.93,0.0,85.2
5055,10,10X524,Crotona International High School,2021-22,0.45,0.55,0.02,0.02,0.94,0.01,73.8
5056,10,10X535,Rose Hill Pre-K Center,2017-18,0.52,0.48,0.01,0.17,0.78,0.03,83.2
5057,10,10X535,Rose Hill Pre-K Center,2018-19,0.5,0.5,0.02,0.26,0.69,0.03,82.8
5058,10,10X535,Rose Hill Pre-K Center,2019-20,0.49,0.51,0.01,0.26,0.69,0.03,83.9
5059,10,10X535,Rose Hill Pre-K Center,2020-21,0.49,0.51,0.01,0.23,0.74,0.02,84.0
5060,10,10X535,Rose Hill Pre-K Center,2021-22,0.44,0.56,0.01,0.24,0.72,0.02,66.6
5061,10,10X546,Bronx Theatre High School,2017-18,0.72,0.28,0.02,0.29,0.66,0.02,87.1
5062,10,10X546,Bronx Theatre High School,2018-19,0.69,0.31,0.01,0.32,0.6,0.03,85.0
5063,10,10X546,Bronx Theatre High School,2019-20,0.68,0.32,0.01,0.32,0.62,0.03,85.7
5064,10,10X546,Bronx Theatre High School,2020-21,0.66,0.34,0.01,0.35,0.6,0.02,88.2
5065,10,10X546,Bronx Theatre High School,2021-22,0.64,0.36,0.01,0.34,0.6,0.02,88.9
5066,10,10X549,Discovery High School,2017-18,0.46,0.54,0.04,0.19,0.74,0.02,90.4
5067,10,10X549,Discovery High School,2018-19,0.48,0.52,0.04,0.16,0.76,0.02,87.1
5068,10,10X549,Discovery High School,2019-20,0.45,0.55,0.05,0.18,0.75,0.02,90.4
5069,10,10X549,Discovery High School,2020-21,0.45,0.55,0.04,0.17,0.77,0.02,92.1
5070,10,10X549,Discovery High School,2021-22,0.45,0.55,0.04,0.14,0.8,0.02,91.6
5071,10,10X565,High School for Energy and Technology,2017-18,0.2,0.8,0.03,0.26,0.69,0.0,83.2
5072,10,10X565,High School for Energy and Technology,2018-19,0.23,0.77,0.04,0.24,0.7,0.01,82.8
5073,10,10X565,High School for Energy and Technology,2019-20,0.25,0.75,0.05,0.21,0.71,0.02,86.4
5074,10,10X565,High School for Energy and Technology,2020-21,0.26,0.74,0.05,0.21,0.71,0.02,86.6
5075,10,10X565,High School for Energy and Technology,2021-22,0.26,0.74,0.06,0.22,0.71,0.01,87.9
5076,10,10X696,High School of American Studies at Lehman College,2017-18,0.5,0.5,0.22,0.04,0.12,0.58,21.5
5077,10,10X696,High School of American Studies at Lehman College,2018-19,0.52,0.48,0.22,0.04,0.1,0.57,25.5
5078,10,10X696,High School of American Studies at Lehman College,2019-20,0.55,0.45,0.21,0.05,0.14,0.54,27.0
5079,10,10X696,High School of American Studies at Lehman College,2020-21,0.56,0.44,0.23,0.07,0.16,0.46,28.3
5080,10,10X696,High School of American Studies at Lehman College,2021-22,0.59,0.41,0.24,0.09,0.17,0.38,31.4
1483,20,20K030,P.S./I.S. 30 Mary White Ovington,2013-14,50.6,49.4,21.8,2.4,25.9,49.0,81.8
1484,20,20K030,P.S./I.S. 30 Mary White Ovington,2014-15,52.5,47.5,21.4,1.6,28.3,47.8,79.2
1485,20,20K030,P.S./I.S. 30 Mary White Ovington,2015-16,53.1,46.9,20.3,1.5,29.8,47.8,79.3
1486,20,20K030,P.S./I.S. 30 Mary White Ovington,2016-17,48.0,52.0,22.1,1.4,31.4,44.5,80.9
1487,20,20K030,P.S./I.S. 30 Mary White Ovington,2017-18,46.3,53.7,23.5,1.5,30.2,43.8,80.0
1488,20,20K062,J.H.S. 062 Ditmas,2013-14,48.5,51.5,29.6,25.9,31.3,13.0,91.2
1489,20,20K062,J.H.S. 062 Ditmas,2014-15,49.5,50.5,30.5,25.0,31.3,12.9,84.7
1490,20,20K062,J.H.S. 062 Ditmas,2015-16,50.8,49.2,31.4,23.9,31.1,13.2,85.5
1491,20,20K062,J.H.S. 062 Ditmas,2016-17,48.9,51.1,32.6,21.7,31.1,13.8,86.9
1492,20,20K062,J.H.S. 062 Ditmas,2017-18,48.4,51.6,32.6,19.8,33.1,13.6,87.4
1493,20,20K104,P.S./I.S. 104 The Fort Hamilton School,2013-14,46.5,53.5,18.5,4.1,26.8,48.7,67.2
1494,20,20K104,P.S./I.S. 104 The Fort Hamilton School,2014-15,47.2,52.8,21.0,3.8,25.0,47.7,62.5
1495,20,20K104,P.S./I.S. 104 The Fort Hamilton School,2015-16,46.9,53.1,21.8,3.4,24.5,47.0,61.5
1496,20,20K104,P.S./I.S. 104 The Fort Hamilton School,2016-17,45.2,54.8,22.1,3.8,25.4,45.8,57.9
1497,20,20K104,P.S./I.S. 104 The Fort Hamilton School,2017-18,45.7,54.3,20.0,4.3,26.6,46.2,64.0
1498,20,20K163,P.S. 163 Bath Beach,2013-14,45.4,54.6,28.8,1.1,30.4,39.2,85.9
1499,20,20K163,P.S. 163 Bath Beach,2014-15,46.0,54.0,28.6,0.5,33.0,37.1,82.5
1500,20,20K163,P.S. 163 Bath Beach,2015-16,46.3,53.7,28.8,1.0,32.1,37.5,81.9
1501,20,20K163,P.S. 163 Bath Beach,2016-17,47.1,52.9,27.5,1.1,33.9,36.8,79.5
1502,20,20K163,P.S. 163 Bath Beach,2017-18,48.8,51.2,31.3,1.3,34.8,32.4,80.4
1503,20,20K180,The SEEALL Academy,2013-14,44.8,55.2,43.4,1.3,23.2,31.0,86.8
1504,20,20K180,The SEEALL Academy,2014-15,45.2,54.8,43.5,1.2,26.1,27.9,87.0
1505,20,20K180,The SEEALL Academy,2015-16,44.7,55.3,43.0,1.2,27.9,26.9,87.8
1506,20,20K180,The SEEALL Academy,2016-17,45.3,54.7,45.1,0.9,27.5,25.3,89.0
1507,20,20K180,The SEEALL Academy,2017-18,46.5,53.5,45.6,0.8,27.3,25.0,87.9
1513,20,20K187,The Christa McAuliffe School\I.S. 187,2013-14,49.9,50.1,73.6,0.6,4.1,21.5,65.6
1514,20,20K187,The Christa McAuliffe School\I.S. 187,2014-15,49.4,50.6,70.2,0.6,5.3,23.1,63.4
1515,20,20K187,The Christa McAuliffe School\I.S. 187,2015-16,50.9,49.1,69.3,0.5,6.2,23.9,61.8
1516,20,20K187,The Christa McAuliffe School\I.S. 187,2016-17,51.8,48.2,66.7,0.6,6.4,26.1,63.2
1517,20,20K187,The Christa McAuliffe School\I.S. 187,2017-18,52.3,47.7,67.5,1.3,6.8,23.9,65.8
1518,20,20K192,P.S. 192 - The Magnet School for Math and Science,2013-14,47.0,53.0,21.4,2.6,51.1,24.8,70.3
1519,20,20K192,P.S. 192 - The Magnet School for Math and Science,2014-15,48.6,51.4,20.7,2.4,51.7,24.9,69.9
1520,20,20K192,P.S. 192 - The Magnet School for Math and Science,2015-16,51.4,48.6,20.2,1.7,51.7,26.3,66.7
1521,20,20K192,P.S. 192 - The Magnet School for Math and Science,2016-17,51.9,48.1,21.1,1.6,48.9,27.8,63.9
1522,20,20K192,P.S. 192 - The Magnet School for Math and Science,2017-18,52.4,47.6,21.7,1.8,47.1,28.7,85.2
1523,20,20K201,J.H.S. 201 The Dyker Heights,2013-14,48.3,51.7,46.6,0.7,13.1,39.3,75.1
1524,20,20K201,J.H.S. 201 The Dyker Heights,2014-15,47.8,52.2,44.9,0.5,14.2,39.9,74.0
1525,20,20K201,J.H.S. 201 The Dyker Heights,2015-16,46.5,53.5,45.5,0.4,14.0,39.3,72.9
1526,20,20K201,J.H.S. 201 The Dyker Heights,2016-17,46.4,53.6,48.9,0.4,15.8,34.2,75.0
1527,20,20K201,J.H.S. 201 The Dyker Heights,2017-18,45.5,54.5,51.8,0.6,15.4,31.6,75.3
1528,20,20K220,J.H.S. 220 John J. Pershing,2013-14,44.9,55.1,46.9,1.6,45.1,6.5,77.1
1529,20,20K220,J.H.S. 220 John J. Pershing,2014-15,46.6,53.4,43.3,1.2,45.4,10.1,74.5
1530,20,20K220,J.H.S. 220 John J. Pershing,2015-16,47.9,52.1,48.8,1.0,43.8,6.3,69.5
1531,20,20K220,J.H.S. 220 John J. Pershing,2016-17,48.3,51.7,51.5,1.2,41.3,6.0,64.8
1532,20,20K220,J.H.S. 220 John J. Pershing,2017-18,46.9,53.1,52.5,1.3,41.9,4.2,86.1
1533,20,20K223,J.H.S. 223 The Montauk,2013-14,48.9,51.1,54.2,8.0,27.7,9.9,94.5
1534,20,20K223,J.H.S. 223 The Montauk,2014-15,47.6,52.4,59.1,5.3,26.9,8.3,95.1
1535,20,20K223,J.H.S. 223 The Montauk,2015-16,45.8,54.2,61.0,3.9,27.5,7.4,95.3
1536,20,20K223,J.H.S. 223 The Montauk,2016-17,47.1,52.9,62.7,2.3,25.1,9.5,95.8
1537,20,20K223,J.H.S. 223 The Montauk,2017-18,46.5,53.5,62.1,1.8,26.1,9.5,97.5
1538,20,20K227,J.H.S. 227 Edward B. Shallow,2013-14,46.8,53.2,58.1,0.6,26.2,15.0,91.9
1539,20,20K227,J.H.S. 227 Edward B. Shallow,2014-15,48.0,52.0,58.7,0.5,24.1,16.7,86.6
1540,20,20K227,J.H.S. 227 Edward B. Shallow,2015-16,47.5,52.5,59.6,0.5,24.3,15.5,86.8
1541,20,20K227,J.H.S. 227 Edward B. Shallow,2016-17,46.8,53.2,60.0,0.6,24.3,14.9,85.2
1542,20,20K227,J.H.S. 227 Edward B. Shallow,2017-18,45.6,54.4,59.8,0.5,26.5,12.7,92.1
1543,20,20K229,P.S. 229 Dyker,2013-14,49.1,50.9,51.0,0.6,11.5,35.8,54.7
1544,20,20K229,P.S. 229 Dyker,2014-15,48.9,51.1,52.8,0.9,11.0,34.2,56.1
1545,20,20K229,P.S. 229 Dyker,2015-16,48.5,51.5,55.0,1.3,11.3,31.5,53.5
1546,20,20K229,P.S. 229 Dyker,2016-17,49.4,50.6,56.9,1.5,11.8,29.1,55.5
1547,20,20K229,P.S. 229 Dyker,2017-18,49.3,50.7,59.5,1.4,12.0,25.9,59.5
1548,20,20K259,J.H.S. 259 William Mckinley,2013-14,47.1,52.9,39.7,1.7,26.8,31.6,80.9
1549,20,20K259,J.H.S. 259 William Mckinley,2014-15,46.6,53.4,42.4,1.1,24.7,31.5,79.5
1550,20,20K259,J.H.S. 259 William Mckinley,2015-16,47.2,52.8,44.7,1.3,21.9,32.0,74.5
1551,20,20K259,J.H.S. 259 William Mckinley,2016-17,46.5,53.5,43.8,1.5,20.5,33.8,74.1
1552,20,20K259,J.H.S. 259 William Mckinley,2017-18,46.4,53.6,44.4,1.2,20.1,33.6,80.5
1553,20,20K609,Urban Assembly School for Criminal Justice,2013-14,100.0,0.0,41.0,28.0,20.2,9.9,91.1
1554,20,20K609,Urban Assembly School for Criminal Justice,2014-15,100.0,0.0,45.0,23.4,19.6,11.7,92.7
1555,20,20K609,Urban Assembly School for Criminal Justice,2015-16,100.0,0.0,46.5,21.0,19.5,12.3,91.1
1556,20,20K609,Urban Assembly School for Criminal Justice,2016-17,100.0,0.0,47.0,18.3,19.0,13.6,93.9
1557,20,20K609,Urban Assembly School for Criminal Justice,2017-18,100.0,0.0,47.7,16.4,18.3,15.8,94.4
1558,20,20K686,Brooklyn School of Inquiry,2013-14,52.6,47.4,16.7,5.3,4.8,73.0,19.8
1559,20,20K686,Brooklyn School of Inquiry,2014-15,51.9,48.1,15.9,5.0,4.3,73.7,19.3
1560,20,20K686,Brooklyn School of Inquiry,2015-16,51.6,48.4,17.7,5.0,4.6,70.6,21.3
1561,20,20K686,Brooklyn School of Inquiry,2016-17,50.3,49.7,18.5,5.0,4.1,69.6,21.4
1562,20,20K686,Brooklyn School of Inquiry,2017-18,49.8,50.2,20.0,4.9,4.9,67.3,22.4
7035,20,20K030,P.S./I.S. 30 Mary White Ovington,2017-18,0.46,0.54,0.24,0.02,0.3,0.44,80.6
7036,20,20K030,P.S./I.S. 30 Mary White Ovington,2018-19,0.49,0.51,0.24,0.01,0.3,0.44,80.4
7037,20,20K030,P.S./I.S. 30 Mary White Ovington,2019-20,0.48,0.52,0.22,0.01,0.34,0.42,81.1
7038,20,20K030,P.S./I.S. 30 Mary White Ovington,2020-21,0.47,0.53,0.2,0.01,0.36,0.42,76.1
7039,20,20K030,P.S./I.S. 30 Mary White Ovington,2021-22,0.48,0.52,0.19,0.02,0.37,0.41,79.5
7040,20,20K048,P.S. 048 Mapleton,2017-18,0.5,0.5,0.44,0.01,0.29,0.24,73.9
7041,20,20K048,P.S. 048 Mapleton,2018-19,0.5,0.5,0.44,0.01,0.3,0.24,73.5
7042,20,20K048,P.S. 048 Mapleton,2019-20,0.5,0.5,0.4,0.01,0.32,0.25,76.1
7043,20,20K048,P.S. 048 Mapleton,2020-21,0.5,0.5,0.4,0.0,0.33,0.26,74.9
7044,20,20K048,P.S. 048 Mapleton,2021-22,0.51,0.49,0.4,0.01,0.36,0.23,78.1
7045,20,20K062,J.H.S. 062 Ditmas,2017-18,0.48,0.52,0.33,0.2,0.33,0.14,88.8
7046,20,20K062,J.H.S. 062 Ditmas,2018-19,0.47,0.53,0.33,0.18,0.34,0.14,86.3
7047,20,20K062,J.H.S. 062 Ditmas,2019-20,0.47,0.53,0.36,0.16,0.34,0.13,87.3
7048,20,20K062,J.H.S. 062 Ditmas,2020-21,0.49,0.51,0.39,0.14,0.32,0.14,84.6
7049,20,20K062,J.H.S. 062 Ditmas,2021-22,0.49,0.51,0.42,0.12,0.31,0.13,85.3
7050,20,20K069,P.S. 69 Vincent D. Grippo School,2017-18,0.49,0.51,0.92,0.0,0.03,0.04,95.0
7051,20,20K069,P.S. 69 Vincent D. Grippo School,2018-19,0.49,0.51,0.92,0.0,0.04,0.04,95.0
7052,20,20K069,P.S. 69 Vincent D. Grippo School,2019-20,0.48,0.52,0.9,0.01,0.05,0.04,95.0
7053,20,20K069,P.S. 69 Vincent D. Grippo School,2020-21,0.46,0.54,0.89,0.0,0.05,0.05,95.0
7054,20,20K069,P.S. 69 Vincent D. Grippo School,2021-22,0.47,0.53,0.89,0.0,0.05,0.05,95.0
7055,20,20K102,P.S. 102 The Bayview,2017-18,0.5,0.5,0.15,0.01,0.26,0.55,65.6
7056,20,20K102,P.S. 102 The Bayview,2018-19,0.48,0.52,0.16,0.01,0.27,0.53,62.6
7057,20,20K102,P.S. 102 The Bayview,2019-20,0.48,0.52,0.17,0.02,0.28,0.5,62.1
7058,20,20K102,P.S. 102 The Bayview,2020-21,0.47,0.53,0.19,0.02,0.29,0.47,63.7
7059,20,20K102,P.S. 102 The Bayview,2021-22,0.45,0.55,0.19,0.02,0.3,0.45,64.7
7060,20,20K104,P.S./I.S. 104 The Fort Hamilton School,2017-18,0.46,0.54,0.2,0.04,0.27,0.46,64.4
7061,20,20K104,P.S./I.S. 104 The Fort Hamilton School,2018-19,0.46,0.54,0.19,0.04,0.26,0.48,62.5
7062,20,20K104,P.S./I.S. 104 The Fort Hamilton School,2019-20,0.47,0.53,0.2,0.04,0.26,0.46,60.6
7063,20,20K104,P.S./I.S. 104 The Fort Hamilton School,2020-21,0.47,0.53,0.22,0.04,0.26,0.44,65.3
7064,20,20K104,P.S./I.S. 104 The Fort Hamilton School,2021-22,0.48,0.52,0.22,0.04,0.28,0.42,62.5
7065,20,20K105,P.S. 105 The Blythebourne,2017-18,0.46,0.54,0.92,0.0,0.05,0.03,89.8
7066,20,20K105,P.S. 105 The Blythebourne,2018-19,0.45,0.55,0.92,0.0,0.05,0.03,89.6
7067,20,20K105,P.S. 105 The Blythebourne,2019-20,0.46,0.54,0.92,0.0,0.05,0.03,89.6
7068,20,20K105,P.S. 105 The Blythebourne,2020-21,0.47,0.53,0.93,0.0,0.05,0.02,87.7
7069,20,20K105,P.S. 105 The Blythebourne,2021-22,0.47,0.53,0.93,0.0,0.05,0.02,84.4
7070,20,20K112,P.S. 112 Lefferts Park,2017-18,0.44,0.56,0.4,0.0,0.33,0.27,72.1
7071,20,20K112,P.S. 112 Lefferts Park,2018-19,0.45,0.55,0.37,0.0,0.37,0.26,70.8
7072,20,20K112,P.S. 112 Lefferts Park,2019-20,0.45,0.55,0.37,0.01,0.36,0.25,68.9
7073,20,20K112,P.S. 112 Lefferts Park,2020-21,0.48,0.52,0.39,0.01,0.36,0.24,70.5
7074,20,20K112,P.S. 112 Lefferts Park,2021-22,0.45,0.55,0.38,0.01,0.35,0.25,67.4
